voice,face,label
id10041\29.wav,id10041\7.jpg,1
id10053\9.wav,id10053\7.jpg,1
id10032\5.wav,id10032\3.jpg,1
id10020\23.wav,id10020\4.jpg,1
id10055\26.wav,id10055\18.jpg,1
id10042\15.wav,id10019\20.jpg,0
id10033\29.wav,id10043\6.jpg,0
id10011\3.wav,id10011\28.jpg,1
id10032\28.wav,id10032\6.jpg,1
id10030\12.wav,id10030\10.jpg,1
id10026\20.wav,id10031\3.jpg,0
id10012\24.wav,id10052\4.jpg,0
id10025\19.wav,id10033\8.jpg,0
id10053\3.wav,id10013\12.jpg,0
id10021\23.wav,id10021\2.jpg,1
id10018\6.wav,id10006\24.jpg,0
id10044\25.wav,id10016\17.jpg,0
id10024\13.wav,id10006\22.jpg,0
id10017\20.wav,id10014\26.jpg,0
id10023\27.wav,id10023\30.jpg,1
id10029\27.wav,id10029\7.jpg,1
id10054\12.wav,id10054\22.jpg,1
id10006\2.wav,id10006\2.jpg,1
id10029\25.wav,id10029\20.jpg,1
id10048\28.wav,id10051\10.jpg,0
id10047\25.wav,id10017\26.jpg,0
id10046\27.wav,id10046\4.jpg,1
id10054\9.wav,id10054\2.jpg,1
id10018\15.wav,id10018\9.jpg,1
id10018\28.wav,id10025\18.jpg,0
id10024\10.wav,id10010\24.jpg,0
id10049\23.wav,id10049\22.jpg,1
id10055\3.wav,id10055\23.jpg,1
id10049\4.wav,id10015\19.jpg,0
id10011\14.wav,id10011\22.jpg,1
id10019\26.wav,id10050\6.jpg,0
id10048\5.wav,id10040\16.jpg,0
id10007\1.wav,id10007\25.jpg,1
id10042\29.wav,id10042\7.jpg,1
id10041\20.wav,id10041\14.jpg,1
id10019\28.wav,id10019\28.jpg,1
id10015\10.wav,id10030\11.jpg,0
id10041\11.wav,id10044\30.jpg,0
id10019\6.wav,id10040\21.jpg,0
id10037\18.wav,id10019\1.jpg,0
id10014\3.wav,id10014\7.jpg,1
id10030\27.wav,id10030\13.jpg,1
id10040\9.wav,id10050\2.jpg,0
id10019\17.wav,id10019\14.jpg,1
id10024\20.wav,id10045\7.jpg,0
id10023\18.wav,id10023\14.jpg,1
id10047\21.wav,id10047\8.jpg,1
id10010\17.wav,id10050\6.jpg,0
id10049\9.wav,id10055\5.jpg,0
id10024\11.wav,id10024\19.jpg,1
id10025\6.wav,id10054\22.jpg,0
id10040\26.wav,id10028\13.jpg,0
id10021\9.wav,id10013\21.jpg,0
id10037\18.wav,id10037\7.jpg,1
id10031\22.wav,id10034\29.jpg,0
id10033\2.wav,id10051\2.jpg,0
id10025\18.wav,id10040\1.jpg,0
id10038\10.wav,id10028\28.jpg,0
id10006\16.wav,id10006\18.jpg,1
id10055\6.wav,id10055\16.jpg,1
id10026\29.wav,id10041\28.jpg,0
id10047\9.wav,id10023\3.jpg,0
id10040\14.wav,id10040\17.jpg,1
id10033\25.wav,id10051\25.jpg,0
id10012\9.wav,id10006\30.jpg,0
id10015\21.wav,id10014\23.jpg,0
id10009\14.wav,id10022\5.jpg,0
id10054\18.wav,id10054\14.jpg,1
id10025\15.wav,id10044\3.jpg,0
id10039\17.wav,id10039\10.jpg,1
id10019\21.wav,id10041\20.jpg,0
id10009\4.wav,id10009\29.jpg,1
id10045\2.wav,id10048\17.jpg,0
id10045\27.wav,id10050\8.jpg,0
id10046\17.wav,id10046\23.jpg,1
id10055\28.wav,id10055\14.jpg,1
id10016\9.wav,id10019\6.jpg,0
id10052\4.wav,id10022\2.jpg,0
id10026\4.wav,id10032\16.jpg,0
id10014\1.wav,id10014\20.jpg,1
id10015\3.wav,id10015\28.jpg,1
id10043\4.wav,id10043\5.jpg,1
id10028\16.wav,id10028\11.jpg,1
id10010\27.wav,id10010\6.jpg,1
id10023\1.wav,id10023\15.jpg,1
id10013\25.wav,id10013\25.jpg,1
id10044\17.wav,id10011\12.jpg,0
id10022\3.wav,id10022\10.jpg,1
id10012\27.wav,id10032\6.jpg,0
id10055\29.wav,id10034\7.jpg,0
id10020\5.wav,id10022\6.jpg,0
id10008\16.wav,id10008\20.jpg,1
id10042\6.wav,id10042\9.jpg,1
id10039\11.wav,id10031\11.jpg,0
id10016\30.wav,id10016\16.jpg,1
id10048\2.wav,id10034\10.jpg,0
id10018\23.wav,id10034\10.jpg,0
id10035\25.wav,id10024\24.jpg,0
id10052\11.wav,id10052\13.jpg,1
id10027\24.wav,id10027\9.jpg,1
id10025\27.wav,id10053\30.jpg,0
id10046\26.wav,id10046\25.jpg,1
id10041\29.wav,id10041\13.jpg,1
id10030\7.wav,id10021\11.jpg,0
id10050\24.wav,id10050\17.jpg,1
id10029\17.wav,id10040\24.jpg,0
id10006\11.wav,id10038\13.jpg,0
id10029\24.wav,id10029\23.jpg,1
id10007\25.wav,id10046\12.jpg,0
id10046\4.wav,id10046\24.jpg,1
id10048\20.wav,id10014\11.jpg,0
id10032\16.wav,id10032\30.jpg,1
id10039\5.wav,id10018\8.jpg,0
id10040\17.wav,id10040\15.jpg,1
id10010\27.wav,id10010\14.jpg,1
id10013\20.wav,id10015\16.jpg,0
id10044\21.wav,id10023\16.jpg,0
id10039\10.wav,id10039\10.jpg,1
id10010\1.wav,id10027\13.jpg,0
id10042\5.wav,id10042\21.jpg,1
id10051\29.wav,id10048\27.jpg,0
id10037\1.wav,id10037\2.jpg,1
id10031\7.wav,id10014\17.jpg,0
id10010\7.wav,id10019\2.jpg,0
id10017\28.wav,id10024\16.jpg,0
id10045\9.wav,id10045\29.jpg,1
id10053\8.wav,id10053\15.jpg,1
id10019\13.wav,id10026\29.jpg,0
id10024\14.wav,id10024\1.jpg,1
id10031\27.wav,id10010\20.jpg,0
id10009\1.wav,id10009\19.jpg,1
id10012\2.wav,id10012\14.jpg,1
id10040\28.wav,id10040\2.jpg,1
id10012\24.wav,id10012\17.jpg,1
id10023\26.wav,id10023\7.jpg,1
id10028\16.wav,id10049\2.jpg,0
id10017\14.wav,id10017\4.jpg,1
id10041\11.wav,id10054\2.jpg,0
id10040\9.wav,id10040\11.jpg,1
id10024\5.wav,id10018\29.jpg,0
id10040\17.wav,id10040\13.jpg,1
id10045\10.wav,id10045\27.jpg,1
id10034\8.wav,id10034\22.jpg,1
id10045\23.wav,id10017\1.jpg,0
id10042\20.wav,id10042\24.jpg,1
id10032\19.wav,id10052\3.jpg,0
id10020\15.wav,id10020\2.jpg,1
id10045\25.wav,id10022\28.jpg,0
id10051\5.wav,id10051\16.jpg,1
id10027\1.wav,id10046\19.jpg,0
id10009\13.wav,id10009\16.jpg,1
id10054\17.wav,id10054\5.jpg,1
id10046\9.wav,id10024\14.jpg,0
id10038\30.wav,id10019\14.jpg,0
id10013\17.wav,id10047\17.jpg,0
id10025\6.wav,id10025\3.jpg,1
id10053\12.wav,id10053\17.jpg,1
id10035\9.wav,id10035\11.jpg,1
id10021\19.wav,id10021\19.jpg,1
id10040\29.wav,id10011\2.jpg,0
id10052\18.wav,id10037\25.jpg,0
id10022\19.wav,id10022\17.jpg,1
id10027\2.wav,id10037\13.jpg,0
id10033\21.wav,id10022\21.jpg,0
id10014\23.wav,id10014\24.jpg,1
id10011\25.wav,id10051\13.jpg,0
id10014\5.wav,id10017\5.jpg,0
id10041\30.wav,id10021\14.jpg,0
id10031\5.wav,id10035\6.jpg,0
id10038\29.wav,id10038\20.jpg,1
id10025\5.wav,id10025\25.jpg,1
id10016\17.wav,id10016\20.jpg,1
id10050\30.wav,id10050\2.jpg,1
id10007\19.wav,id10007\1.jpg,1
id10031\5.wav,id10031\15.jpg,1
id10015\3.wav,id10055\21.jpg,0
id10019\5.wav,id10036\4.jpg,0
id10047\11.wav,id10047\30.jpg,1
id10025\26.wav,id10053\13.jpg,0
